pc_id,size,annotated,keys
PC_05235,2,2.0,RNA_ligase (2)
PC_05236,2,2.0,DNA_primase (1); hypothetical_protein (1)
PC_05237,2,2.0,hypothetical_protein (2)
PC_05238,2,2.0,tail_protein (1); minor_tail_protein (1)
PC_05239,2,2.0,hypothetical_protein (2)
PC_05240,2,2.0,tail_protein (2)
PC_05241,2,2.0,tail_protein (2)
PC_05242,2,2.0,terminase_small_subunit (2)
PC_05243,2,2.0,HNH_endonuclease (2)
PC_05244,2,2.0,hypothetical_protein (2)
PC_05245,2,2.0,terminase_small_subunit (2)
PC_05246,2,2.0,minor_tail_protein (2)
PC_05247,2,2.0,virion_structural_protein (2)
PC_05248,2,2.0,tail_assembly_chaperone (2)
PC_05249,2,2.0,lipoprotein (2)
PC_05250,2,2.0,holin (2)
PC_05251,2,2.0,endolysin (2)
PC_05252,2,2.0,endolysin (2)
PC_05253,2,2.0,hypothetical_protein (2)
PC_05254,2,2.0,hypothetical_protein (2)
PC_05255,2,2.0,hypothetical_protein (2)
PC_05256,2,2.0,hypothetical_protein (2)
PC_05257,2,2.0,dCMP_deaminase (2)
PC_05258,2,2.0,hypothetical_protein (2)
PC_05259,2,2.0,hypothetical_protein (2)
PC_05260,2,2.0,hypothetical_protein (2)
PC_05261,2,2.0,CII-like_transcriptional_activator (2)
PC_05262,2,2.0,hypothetical_protein (2)
PC_05263,2,2.0,hypothetical_protein (2)
PC_05264,2,2.0,hypothetical_protein (2)
PC_05265,2,2.0,hypothetical_protein (2)
PC_05266,2,2.0,hypothetical_protein (2)
PC_05267,2,2.0,hypothetical_protein (2)
PC_05268,2,2.0,hypothetical_protein (2)
PC_05269,2,2.0,holin (2)
PC_05270,2,2.0,virion_structural_protein (2)
PC_05271,2,2.0,hypothetical_protein (2)
PC_05272,2,2.0,hypothetical_protein (2)
PC_05273,2,2.0,hypothetical_protein (2)
PC_05274,2,2.0,hypothetical_protein (2)
PC_05275,2,2.0,hypothetical_protein (2)
PC_05276,2,2.0,hypothetical_protein (2)
PC_05277,2,2.0,Rz-like_spanin (2)
PC_05278,2,2.0,hypothetical_protein (2)
PC_05279,2,2.0,hypothetical_protein (2)
PC_05280,2,2.0,hypothetical_protein (2)
PC_05281,2,2.0,hypothetical_protein (2)
PC_05282,2,2.0,hypothetical_protein (2)
PC_05283,2,2.0,hypothetical_protein (2)
PC_05284,2,2.0,hypothetical_protein (2)
PC_05285,2,2.0,hypothetical_protein (2)
PC_05286,2,2.0,hypothetical_protein (2)
PC_05287,2,2.0,hypothetical_protein (2)
PC_05288,2,2.0,hypothetical_protein (2)
PC_05289,2,2.0,hypothetical_protein (2)
PC_05290,2,2.0,hypothetical_protein (2)
PC_05291,2,2.0,hypothetical_protein (2)
PC_05292,2,2.0,hypothetical_protein (2)
PC_05293,2,2.0,hypothetical_protein (2)
PC_05294,2,2.0,hypothetical_protein (2)
PC_05295,2,2.0,ocr-like_anti-restriction (2)
PC_05296,2,2.0,hypothetical_protein (2)
PC_05297,2,2.0,hypothetical_protein (2)
PC_05298,2,2.0,Rz-like_spanin (2)
PC_05299,2,2.0,hypothetical_protein (2)
PC_05300,2,2.0,nucleotidyltransferase (2)
PC_05301,2,2.0,hypothetical_protein (2)
PC_05302,2,2.0,dUTPase (2)
PC_05303,2,2.0,hypothetical_protein (2)
PC_05304,2,2.0,hypothetical_protein (1); tail_fiber_protein (1)
PC_05305,2,2.0,membrane_protein (2)
PC_05306,2,2.0,hypothetical_protein (2)
PC_05307,2,2.0,hypothetical_protein (2)
PC_05308,2,2.0,hypothetical_protein (2)
PC_05309,2,2.0,hypothetical_protein (2)
PC_05310,2,2.0,hypothetical_protein (2)
PC_05311,2,2.0,hypothetical_protein (2)
PC_05312,2,2.0,hypothetical_protein (2)
PC_05313,2,2.0,hypothetical_protein (2)
PC_05314,2,2.0,hypothetical_protein (2)
PC_05315,2,2.0,hypothetical_protein (2)
PC_05316,2,2.0,hypothetical_protein (2)
PC_05317,2,2.0,hypothetical_protein (2)
PC_05318,2,2.0,hypothetical_protein (2)
PC_05319,2,2.0,hypothetical_protein (2)
PC_05320,2,2.0,hypothetical_protein (2)
PC_05321,2,2.0,hypothetical_protein (2)
PC_05322,2,2.0,hypothetical_protein (2)
PC_05323,2,2.0,tail_fiber_protein (2)
PC_05324,2,2.0,structural_protein (2)
PC_05325,2,2.0,virion_structural_protein (2)
PC_05326,2,2.0,tail_protein (2)
PC_05327,2,2.0,virion_structural_protein (2)
PC_05328,2,2.0,virion_structural_protein (2)
PC_05329,2,2.0,hypothetical_protein (2)
PC_05330,2,2.0,hypothetical_protein (2)
PC_05331,2,2.0,hypothetical_protein (2)
PC_05332,2,2.0,hypothetical_protein (2)
PC_05333,2,2.0,holin (2)
PC_05334,2,2.0,serine-threonine_kinase (2)
PC_05335,2,2.0,hypothetical_protein (2)
PC_05336,2,2.0,hypothetical_protein (2)
PC_05337,2,2.0,hypothetical_protein (2)
PC_05338,2,2.0,host_range_and_adsorption_protein (2)
PC_05339,2,2.0,host_range_and_adsorption_protein (2)
PC_05340,2,2.0,internal_virion_protein (2)
PC_05341,2,2.0,hypothetical_protein (2)
PC_05342,2,2.0,released_from_the_phage_upon_host_infection (2)
PC_05343,2,2.0,DNA_ejection (2)
PC_05344,2,2.0,head_closure_Hc3 (2)
PC_05345,2,2.0,head-tail_adaptor_Ad3 (2)
PC_05346,2,2.0,head_scaffolding_protein (2)
PC_05347,2,2.0,hypothetical_protein (2)
PC_05348,2,2.0,hypothetical_protein (2)
PC_05349,2,2.0,late_transcriptional_activator (2)
PC_05350,2,2.0,portal_protein (2)
PC_05351,2,2.0,tail_tube_protein (2)
PC_05352,2,2.0,tail_assembly_chaperone (2)
PC_05353,2,2.0,hypothetical_protein (2)
PC_05354,2,2.0,hypothetical_protein (2)
PC_05355,2,2.0,hypothetical_protein (2)
PC_05356,2,2.0,hypothetical_protein (2)
PC_05357,2,2.0,hypothetical_protein (2)
PC_05358,2,2.0,hypothetical_protein (2)
PC_05359,2,2.0,hypothetical_protein (2)
PC_05360,2,2.0,hypothetical_protein (2)
PC_05361,2,2.0,terminase (2)
PC_05362,2,2.0,hypothetical_protein (2)
PC_05363,2,2.0,hypothetical_protein (2)
PC_05364,2,2.0,terminase_small_subunit (2)
PC_05365,2,2.0,hypothetical_protein (1); endonuclease (1)
PC_05366,2,2.0,hypothetical_protein (2)
PC_05367,2,2.0,hypothetical_protein (2)
PC_05368,2,2.0,hypothetical_protein (2)
PC_05369,2,2.0,hypothetical_protein (2)
PC_05370,2,2.0,hypothetical_protein (2)
PC_05371,2,2.0,hypothetical_protein (2)
PC_05372,2,2.0,hypothetical_protein (2)
PC_05373,2,2.0,hypothetical_protein (2)
PC_05374,2,2.0,hypothetical_protein (2)
PC_05375,2,2.0,hypothetical_protein (2)
PC_05376,2,2.0,hypothetical_protein (2)
PC_05377,2,2.0,distal_tail_protein_Dit (2)
PC_05378,2,2.0,hypothetical_protein (2)
PC_05379,2,2.0,hypothetical_protein (2)
PC_05380,2,2.0,hypothetical_protein (2)
PC_05381,2,2.0,hypothetical_protein (2)
PC_05382,2,2.0,hypothetical_protein (2)
PC_05383,2,2.0,head_protein (2)
PC_05384,2,2.0,Rz-like_spanin (2)
PC_05385,2,2.0,hypothetical_protein (2)
PC_05386,2,2.0,hypothetical_protein (2)
PC_05387,2,2.0,hypothetical_protein (2)
PC_05388,2,2.0,hypothetical_protein (2)
PC_05389,2,2.0,hypothetical_protein (2)
PC_05390,2,2.0,hypothetical_protein (2)
PC_05391,2,2.0,hypothetical_protein (2)
PC_05392,2,2.0,hypothetical_protein (2)
PC_05393,2,2.0,hypothetical_protein (2)
PC_05394,2,2.0,internal_virion_protein (2)
PC_05395,2,2.0,internal_virion_lysozyme_motif_protein (2)
PC_05396,2,2.0,hypothetical_protein (2)
PC_05397,2,2.0,Rz-like_spanin (2)
PC_05398,2,2.0,hypothetical_protein (2)
PC_05399,2,2.0,hypothetical_protein (2)
PC_05400,2,2.0,hypothetical_protein (2)
PC_05401,2,2.0,hypothetical_protein (2)
PC_05402,2,2.0,hypothetical_protein (2)
PC_05403,2,2.0,head-tail_adaptor (2)
PC_05404,2,2.0,hypothetical_protein (2)
PC_05405,2,2.0,hypothetical_protein (2)
PC_05406,2,2.0,hypothetical_protein (2)
PC_05407,2,2.0,hypothetical_protein (2)
PC_05408,2,2.0,ribonucleotide_reductase (2)
PC_05409,2,2.0,hypothetical_protein (2)
PC_05410,2,2.0,HNH_endonuclease (2)
PC_05411,2,2.0,hypothetical_protein (2)
PC_05412,2,2.0,hypothetical_protein (2)
PC_05413,2,2.0,hypothetical_protein (2)
PC_05414,2,2.0,peptidase (2)
PC_05415,2,2.0,hypothetical_protein (2)
PC_05416,2,2.0,hypothetical_protein (2)
PC_05417,2,2.0,hypothetical_protein (2)
PC_05418,2,2.0,hypothetical_protein (2)
PC_05419,2,2.0,hypothetical_protein (2)
PC_05420,2,2.0,hypothetical_protein (2)
PC_05421,2,2.0,hypothetical_protein (2)
PC_05422,2,2.0,hypothetical_protein (2)
PC_05423,2,2.0,endolysin (2)
PC_05424,2,2.0,hypothetical_protein (2)
PC_05425,2,2.0,hypothetical_protein (2)
PC_05426,2,2.0,hypothetical_protein (2)
PC_05427,2,2.0,tail_fiber_protein (1); tail_spike_protein (1)
PC_05428,2,2.0,hypothetical_protein (2)
PC_05429,2,2.0,hypothetical_protein (2)
PC_05430,2,2.0,hypothetical_protein (2)
PC_05431,2,2.0,hypothetical_protein (2)
PC_05432,2,2.0,tail_assembly_chaperone (2)
PC_05433,2,2.0,hypothetical_protein (2)
PC_05434,2,2.0,hypothetical_protein (2)
PC_05435,2,2.0,hypothetical_protein (2)
PC_05436,2,2.0,hypothetical_protein (2)
PC_05437,2,2.0,hypothetical_protein (2)
PC_05438,2,2.0,hypothetical_protein (2)
PC_05439,2,2.0,hypothetical_protein (2)
PC_05440,2,2.0,hypothetical_protein (2)
PC_05441,2,2.0,tail_fiber_assembly (2)
PC_05442,2,2.0,hypothetical_protein (2)
PC_05443,2,2.0,hypothetical_protein (2)
PC_05444,2,2.0,tail_protein (2)
PC_05445,2,2.0,hypothetical_protein (2)
PC_05446,2,2.0,COOH.NH2_ligase (2)
PC_05447,2,2.0,hypothetical_protein (2)
PC_05448,2,2.0,amidoligase_enzyme (2)
PC_05449,2,2.0,hypothetical_protein (2)
PC_05450,2,2.0,hypothetical_protein (2)
PC_05451,2,2.0,hypothetical_protein (2)
PC_05452,2,2.0,hypothetical_protein (2)
PC_05453,2,2.0,hypothetical_protein (2)
PC_05454,2,2.0,hypothetical_protein (2)
PC_05455,2,2.0,hypothetical_protein (2)
PC_05456,2,2.0,RecE-like_recombination_exonuclease (2)
PC_05457,2,2.0,hypothetical_protein (2)
PC_05458,2,2.0,hypothetical_protein (2)
PC_05459,2,2.0,hypothetical_protein (2)
PC_05460,2,2.0,hypothetical_protein (2)
PC_05461,2,2.0,hypothetical_protein (2)
PC_05462,2,2.0,virion_structural_protein (2)
PC_05463,2,2.0,hypothetical_protein (2)
PC_05464,2,2.0,hypothetical_protein (2)
PC_05465,2,2.0,hypothetical_protein (2)
PC_05466,2,2.0,hypothetical_protein (2)
PC_05467,2,2.0,hypothetical_protein (1); tail_spike_protein (1)
PC_05468,2,2.0,hypothetical_protein (2)
PC_05469,2,2.0,hypothetical_protein (2)
PC_05470,2,2.0,hypothetical_protein (2)
PC_05471,2,2.0,hypothetical_protein (2)
PC_05472,2,2.0,hypothetical_protein (2)
PC_05473,2,2.0,Rz-like_spanin (2)
PC_05474,2,2.0,hypothetical_protein (2)
PC_05475,2,2.0,hypothetical_protein (2)
PC_05476,2,2.0,hypothetical_protein (2)
PC_05477,2,2.0,hypothetical_protein (2)
PC_05478,2,2.0,hypothetical_protein (2)
PC_05479,2,2.0,hypothetical_protein (2)
PC_05480,2,2.0,hypothetical_protein (2)
PC_05481,2,2.0,hypothetical_protein (2)
PC_05482,2,2.0,HNH_endonuclease (2)
PC_05483,2,2.0,Holliday_junction_resolvase (2)
PC_05484,2,2.0,virion_structural_protein (2)
PC_05485,2,2.0,virion_structural_protein (2)
PC_05486,2,2.0,hypothetical_protein (2)
PC_05487,2,2.0,hypothetical_protein (2)
PC_05488,2,2.0,hypothetical_protein (2)
PC_05489,2,2.0,hypothetical_protein (2)
PC_05490,2,2.0,hypothetical_protein (2)
PC_05491,2,2.0,Sir2_(NAD-dependent_deacetylase) (2)
PC_05492,2,2.0,hypothetical_protein (2)
PC_05493,2,2.0,major_tail_protein (2)
PC_05494,2,2.0,tail_terminator (2)
PC_05495,2,2.0,tail_completion_or_Neck1_protein (2)
PC_05496,2,2.0,hypothetical_protein (2)
PC_05497,2,2.0,hypothetical_protein (2)
PC_05498,2,2.0,hypothetical_protein (2)
PC_05499,2,2.0,hypothetical_protein (2)
PC_05500,2,2.0,hypothetical_protein (1); CIII_anti-termination (1)
PC_05501,2,2.0,terminase_small_subunit (2)
PC_05502,2,2.0,hypothetical_protein (2)
PC_05503,2,2.0,hypothetical_protein (2)
PC_05504,2,2.0,hypothetical_protein (2)
PC_05505,2,2.0,hypothetical_protein (2)
PC_05506,2,2.0,hypothetical_protein (2)
PC_05507,2,2.0,hypothetical_protein (2)
PC_05508,2,2.0,hypothetical_protein (2)
PC_05509,2,2.0,hypothetical_protein (2)
PC_05510,2,2.0,hypothetical_protein (2)
PC_05511,2,2.0,hypothetical_protein (2)
PC_05512,2,2.0,hypothetical_protein (2)
PC_05513,2,2.0,hypothetical_protein (2)
PC_05514,2,2.0,hypothetical_protein (2)
PC_05515,2,2.0,2OG-Fe(II)_oxygenase (2)
PC_05516,2,2.0,nucleotidyltransferase (2)
PC_05517,2,2.0,hypothetical_protein (2)
PC_05518,2,2.0,DNA_methyltransferase (2)
PC_05519,2,2.0,hypothetical_protein (2)
PC_05520,2,2.0,hypothetical_protein (2)
PC_05521,2,2.0,hypothetical_protein (2)
PC_05522,2,2.0,hypothetical_protein (2)
PC_05523,2,2.0,hypothetical_protein (2)
PC_05524,2,2.0,hypothetical_protein (2)
PC_05525,2,2.0,hypothetical_protein (2)
PC_05526,2,2.0,hypothetical_protein (2)
PC_05527,2,2.0,hypothetical_protein (2)
PC_05528,2,2.0,holin (2)
PC_05529,2,2.0,Rz-like_spanin (2)
PC_05530,2,2.0,hypothetical_protein (2)
PC_05531,2,2.0,hypothetical_protein (2)
PC_05532,2,2.0,hypothetical_protein (2)
PC_05533,2,2.0,glutamine_amidotransferase (2)
PC_05534,2,2.0,hypothetical_protein (2)
PC_05535,2,2.0,hypothetical_protein (2)
PC_05536,2,2.0,hypothetical_protein (2)
PC_05537,2,2.0,hypothetical_protein (2)
PC_05538,2,2.0,hypothetical_protein (2)
PC_05539,2,2.0,hypothetical_protein (2)
PC_05540,2,2.0,hypothetical_protein (2)
PC_05541,2,2.0,hypothetical_protein (2)
PC_05542,2,2.0,hypothetical_protein (2)
PC_05543,2,2.0,single_strand_DNA_binding_protein (2)
PC_05544,2,2.0,hypothetical_protein (2)
PC_05545,2,2.0,deoxynucleoside_monophosphate_kinase (2)
PC_05546,2,2.0,hypothetical_protein (2)
PC_05547,2,2.0,hypothetical_protein (2)
PC_05548,2,2.0,virion_structural_protein (2)
PC_05549,2,2.0,hypothetical_protein (2)
PC_05550,2,2.0,Rz-like_spanin (2)
PC_05551,2,2.0,hypothetical_protein (2)
PC_05552,2,2.0,hypothetical_protein (2)
PC_05553,2,2.0,hypothetical_protein (2)
PC_05554,2,2.0,hypothetical_protein (2)
PC_05555,2,2.0,hypothetical_protein (2)
PC_05556,2,2.0,hypothetical_protein (2)
PC_05557,2,2.0,Lar-like_restriction_alleviation_protein (2)
PC_05558,2,2.0,membrane_protein (2)
PC_05559,2,2.0,hypothetical_protein (2)
PC_05560,2,2.0,hypothetical_protein (2)
PC_05561,2,2.0,hypothetical_protein (1); baseplate_wedge_initiator (1)
PC_05562,2,2.0,partition_protein_ATPase (2)
PC_05563,2,2.0,hypothetical_protein (2)
PC_05564,2,2.0,nucleotidyltransferase (2)
PC_05565,2,2.0,Gp2.5-like_ssDNA_binding_protein_and_ssDNA_annealing_protein (2)
PC_05566,2,2.0,tail_assembly_chaperone (2)
PC_05567,2,2.0,distal_tail_protein_Dit (2)
PC_05568,2,2.0,hypothetical_protein (2)
PC_05569,2,2.0,hypothetical_protein (2)
PC_05570,2,2.0,hypothetical_protein (2)
PC_05571,2,2.0,hypothetical_protein (2)
PC_05572,2,2.0,hypothetical_protein (2)
PC_05573,2,2.0,hypothetical_protein (2)
PC_05574,2,2.0,hypothetical_protein (2)
PC_05575,2,2.0,hypothetical_protein (2)
PC_05576,2,2.0,head_scaffolding_protein (2)
PC_05577,2,2.0,major_head_protein (2)
PC_05578,2,2.0,hypothetical_protein (2)
PC_05579,2,2.0,hypothetical_protein (2)
PC_05580,2,2.0,hypothetical_protein (2)
PC_05581,2,2.0,hypothetical_protein (2)
PC_05582,2,2.0,terminase_small_subunit (2)
PC_05583,2,2.0,hypothetical_protein (2)
PC_05584,2,2.0,hypothetical_protein (2)
PC_05585,2,2.0,hypothetical_protein (2)
PC_05586,2,2.0,hypothetical_protein (2)
PC_05587,2,2.0,hypothetical_protein (2)
PC_05588,2,2.0,endolysin (2)
PC_05589,2,2.0,hypothetical_protein (2)
PC_05590,2,2.0,hypothetical_protein (2)
PC_05591,2,2.0,endolysin (2)
PC_05592,2,2.0,hypothetical_protein (2)
PC_05593,2,2.0,excisionase_and_transcriptional_regulator (2)
PC_05594,2,2.0,hypothetical_protein (2)
PC_05595,2,2.0,structural_protein (2)
PC_05596,2,2.0,hypothetical_protein (2)
PC_05597,2,2.0,hypothetical_protein (2)
PC_05598,2,2.0,head_scaffolding_protein (2)
PC_05599,2,2.0,hypothetical_protein (2)
PC_05600,2,2.0,hypothetical_protein (2)
PC_05601,2,2.0,hypothetical_protein (2)
PC_05602,2,2.0,hypothetical_protein (2)
PC_05603,2,2.0,hypothetical_protein (2)
PC_05604,2,2.0,hypothetical_protein (2)
PC_05605,2,2.0,CII-like_transcriptional_activator (2)
PC_05606,2,2.0,hypothetical_protein (2)
PC_05607,2,2.0,hypothetical_protein (2)
PC_05608,2,2.0,hypothetical_protein (2)
PC_05609,2,2.0,hypothetical_protein (2)
PC_05610,2,2.0,excisionase (2)
PC_05611,2,2.0,hypothetical_protein (2)
PC_05612,2,2.0,hypothetical_protein (2)
PC_05613,2,2.0,hypothetical_protein (2)
PC_05614,2,2.0,replisome_organizer (2)
PC_05615,2,2.0,single_strand_DNA_binding_protein (2)
PC_05616,2,2.0,hypothetical_protein (2)
PC_05617,2,2.0,hypothetical_protein (2)
PC_05618,2,2.0,transcriptional_activator (2)
PC_05619,2,2.0,hypothetical_protein (2)
PC_05620,2,2.0,head-tail_adaptor (2)
PC_05621,2,2.0,hypothetical_protein (2)
PC_05622,2,2.0,RNA_ligase_and_tail_fiber_protein_attachment_catalyst (2)
PC_05623,2,2.0,hypothetical_protein (2)
PC_05624,2,2.0,hypothetical_protein (2)
PC_05625,2,2.0,hypothetical_protein (2)
PC_05626,2,2.0,hypothetical_protein (2)
PC_05627,2,2.0,hypothetical_protein (2)
PC_05628,2,2.0,hypothetical_protein (2)
PC_05629,2,2.0,hypothetical_protein (2)
PC_05630,2,2.0,hypothetical_protein (2)
PC_05631,2,2.0,hypothetical_protein (2)
PC_05632,2,2.0,hypothetical_protein (2)
PC_05633,2,2.0,hypothetical_protein (2)
PC_05634,2,2.0,hypothetical_protein (2)
PC_05635,2,2.0,hypothetical_protein (2)
PC_05636,2,2.0,hypothetical_protein (2)
PC_05637,2,2.0,anti-restriction_protein (2)
PC_05638,2,2.0,hypothetical_protein (2)
PC_05639,2,2.0,hypothetical_protein (2)
PC_05640,2,2.0,hypothetical_protein (2)
PC_05641,2,2.0,hypothetical_protein (2)
PC_05642,2,2.0,hypothetical_protein (2)
PC_05643,2,2.0,hypothetical_protein (2)
PC_05644,2,2.0,hypothetical_protein (2)
PC_05645,2,2.0,hypothetical_protein (2)
PC_05646,2,2.0,hypothetical_protein (2)
PC_05647,2,2.0,hypothetical_protein (2)
PC_05648,2,2.0,hypothetical_protein (2)
PC_05649,2,2.0,hypothetical_protein (2)
PC_05650,2,2.0,hypothetical_protein (2)
PC_05651,2,2.0,hypothetical_protein (2)
PC_05652,2,2.0,hypothetical_protein (2)
PC_05653,2,2.0,hypothetical_protein (2)
PC_05654,2,2.0,hypothetical_protein (2)
PC_05655,2,2.0,hypothetical_protein (2)
PC_05656,2,2.0,holin (2)
PC_05657,2,2.0,hypothetical_protein (2)
PC_05658,2,2.0,hypothetical_protein (2)
PC_05659,2,2.0,hypothetical_protein (2)
PC_05660,2,2.0,hypothetical_protein (2)
PC_05661,2,2.0,hypothetical_protein (2)
PC_05662,2,2.0,hypothetical_protein (2)
PC_05663,2,2.0,hypothetical_protein (2)
PC_05664,2,2.0,endolysin (2)
PC_05665,2,2.0,tail_length_tape_measure_protein (2)
PC_05666,2,2.0,hypothetical_protein (2)
PC_05667,2,2.0,hypothetical_protein (2)
PC_05668,2,2.0,hypothetical_protein (2)
PC_05669,2,2.0,hypothetical_protein (2)
PC_05670,2,2.0,hypothetical_protein (2)
PC_05671,2,2.0,hypothetical_protein (2)
PC_05672,2,2.0,hypothetical_protein (2)
PC_05673,2,2.0,hypothetical_protein (2)
PC_05674,2,2.0,hypothetical_protein (2)
PC_05675,2,2.0,hypothetical_protein (2)
PC_05676,2,2.0,hypothetical_protein (2)
PC_05677,2,2.0,hypothetical_protein (2)
PC_05678,2,2.0,hypothetical_protein (2)
PC_05679,2,2.0,hypothetical_protein (2)
PC_05680,2,2.0,hypothetical_protein (2)
PC_05681,2,2.0,hypothetical_protein (2)
PC_05682,2,2.0,hypothetical_protein (2)
PC_05683,2,2.0,hypothetical_protein (2)
PC_05684,2,2.0,hypothetical_protein (2)
PC_05685,2,2.0,hypothetical_protein (2)
PC_05686,2,2.0,hypothetical_protein (2)
PC_05687,2,2.0,hypothetical_protein (2)
PC_05688,2,2.0,hypothetical_protein (2)
PC_05689,2,2.0,hypothetical_protein (2)
PC_05690,2,2.0,hypothetical_protein (2)
PC_05691,2,2.0,hypothetical_protein (2)
PC_05692,2,2.0,hypothetical_protein (2)
PC_05693,2,2.0,hypothetical_protein (2)
PC_05694,2,2.0,lipoprotein (2)
PC_05695,2,2.0,hypothetical_protein (2)
PC_05696,2,2.0,hypothetical_protein (2)
PC_05697,2,2.0,hypothetical_protein (2)
PC_05698,2,2.0,nucleotidyltransferase (2)
PC_05699,2,2.0,hypothetical_protein (2)
PC_05700,2,2.0,hypothetical_protein (2)
PC_05701,2,2.0,hypothetical_protein (2)
PC_05702,2,2.0,peptidase_HslV_family_protein (2)
PC_05703,2,2.0,hypothetical_protein (2)
PC_05704,2,2.0,hypothetical_protein (2)
PC_05705,2,2.0,hypothetical_protein (2)
PC_05706,2,2.0,hypothetical_protein (2)
PC_05707,2,2.0,hypothetical_protein (2)
PC_05708,2,2.0,hypothetical_protein (2)
PC_05709,2,2.0,hypothetical_protein (2)
PC_05710,2,2.0,hypothetical_protein (2)
PC_05711,2,2.0,hypothetical_protein (2)
PC_05712,2,2.0,hypothetical_protein (2)
PC_05713,2,2.0,hypothetical_protein (2)
PC_05714,2,2.0,thymidylate_kinase (2)
PC_05715,2,2.0,hypothetical_protein (2)
PC_05716,2,2.0,hypothetical_protein (2)
PC_05717,2,2.0,hypothetical_protein (2)
PC_05718,2,2.0,tubulin_PhuZ (2)
PC_05719,2,2.0,hypothetical_protein (2)
PC_05720,2,2.0,hypothetical_protein (2)
PC_05721,2,2.0,hypothetical_protein (2)
PC_05722,2,2.0,hypothetical_protein (2)
PC_05723,2,2.0,RuvC-like_Holliday_junction_resolvase (2)
PC_05724,2,2.0,DNA_polymerase (2)
PC_05725,2,2.0,hypothetical_protein (2)
PC_05726,2,2.0,hypothetical_protein (2)
PC_05727,2,2.0,tail_length_tape_measure_protein (2)
PC_05728,2,2.0,tail_assembly_chaperone (2)
PC_05729,2,2.0,tellurite_resistance (2)
PC_05730,2,2.0,hypothetical_protein (2)
PC_05731,2,2.0,hypothetical_protein (2)
PC_05732,2,2.0,hypothetical_protein (2)
PC_05733,2,2.0,hypothetical_protein (2)
PC_05734,2,2.0,hypothetical_protein (2)
PC_05735,2,2.0,hypothetical_protein (2)
PC_05736,2,2.0,hypothetical_protein (2)
PC_05737,2,2.0,hypothetical_protein (2)
PC_05738,2,2.0,hypothetical_protein (2)
PC_05739,2,2.0,hypothetical_protein (2)
PC_05740,2,2.0,Rz-like_spanin (2)
PC_05741,2,2.0,hypothetical_protein (2)
PC_05742,2,2.0,anti-termination_protein_Q-like_protein (2)
PC_05743,2,2.0,hypothetical_protein (2)
PC_05744,2,2.0,hypothetical_protein (2)
PC_05745,2,2.0,hypothetical_protein (2)
PC_05746,2,2.0,virion_structural_protein (2)
PC_05747,2,2.0,hypothetical_protein (2)
PC_05748,2,2.0,virion_structural_protein (2)
PC_05749,2,2.0,hypothetical_protein (2)
PC_05750,2,2.0,hypothetical_protein (2)
PC_05751,2,2.0,hypothetical_protein (2)
PC_05752,2,2.0,RNA_polymerase_beta_subunit (2)
PC_05753,2,2.0,hypothetical_protein (2)
PC_05754,2,2.0,hypothetical_protein (2)
PC_05755,2,2.0,hypothetical_protein (2)
PC_05756,2,2.0,hypothetical_protein (2)
PC_05757,2,2.0,hypothetical_protein (2)
PC_05758,2,2.0,hypothetical_protein (2)
PC_05759,2,2.0,hypothetical_protein (2)
PC_05760,2,2.0,hypothetical_protein (2)
PC_05761,2,2.0,hypothetical_protein (2)
PC_05762,2,2.0,hypothetical_protein (2)
PC_05763,2,2.0,hypothetical_protein (2)
PC_05764,2,2.0,hypothetical_protein (2)
PC_05765,2,2.0,RNA_polymerase_beta_subunit (2)
PC_05766,2,2.0,hypothetical_protein (2)
PC_05767,2,2.0,virion_structural_protein (2)
PC_05768,2,2.0,hypothetical_protein (2)
PC_05769,2,2.0,hypothetical_protein (2)
PC_05770,2,2.0,hypothetical_protein (2)
PC_05771,2,2.0,hypothetical_protein (2)
PC_05772,2,2.0,hypothetical_protein (2)
PC_05773,2,2.0,hypothetical_protein (2)
PC_05774,2,2.0,virion_structural_protein (2)
PC_05775,2,2.0,hypothetical_protein (2)
PC_05776,2,2.0,hypothetical_protein (2)
PC_05777,2,2.0,hypothetical_protein (2)
PC_05778,2,2.0,hypothetical_protein (2)
PC_05779,2,2.0,hypothetical_protein (2)
PC_05780,2,2.0,DnaB-like_replicative_helicase (2)
PC_05781,2,2.0,hypothetical_protein (2)
PC_05782,2,2.0,hypothetical_protein (2)
PC_05783,2,2.0,hypothetical_protein (2)
PC_05784,2,2.0,hypothetical_protein (2)
PC_05785,2,2.0,hypothetical_protein (2)
PC_05786,2,2.0,hypothetical_protein (2)
PC_05787,2,2.0,hypothetical_protein (2)
PC_05788,2,2.0,hypothetical_protein (2)
PC_05789,2,2.0,hypothetical_protein (2)
PC_05790,2,2.0,hypothetical_protein (2)
PC_05791,2,2.0,hypothetical_protein (2)
PC_05792,2,2.0,hypothetical_protein (2)
PC_05793,2,2.0,hypothetical_protein (2)
PC_05794,2,2.0,hypothetical_protein (2)
PC_05795,2,2.0,hypothetical_protein (2)
PC_05796,2,2.0,hypothetical_protein (2)
PC_05797,2,2.0,hypothetical_protein (2)
PC_05798,2,2.0,hypothetical_protein (2)
PC_05799,2,2.0,hypothetical_protein (2)
PC_05800,2,2.0,hypothetical_protein (2)
PC_05801,2,2.0,hypothetical_protein (2)
PC_05802,2,2.0,hypothetical_protein (2)
PC_05803,2,2.0,hypothetical_protein (2)
PC_05804,2,2.0,hypothetical_protein (2)
